tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_method_codes	magic_software_packages	measurement_csd	measurement_date	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_standard	measurement_temp	measurement_time_zone	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
	10.1016/j.epsl.2009.12.022	HUJI	rs25	rs25	rs25b	rs25b:LP-PI-TRM	LT-NO:LP-PI-TRM			2007:12:18:18:13:00.00	63.30		g	-88.3	2.77E-08	0	1	u	2.73E+02	JER		0	0	0	273
	10.1016/j.epsl.2009.12.022	HUJI	rs25	rs25	rs25b	rs25b:LP-PI-TRM	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI			2007:12:19:20:31:00.00	34.40		g	-87.9	2.74E-08	1	1	u	2.73E+02	JER		0.00E+00	0	0	5.98E+02
	10.1016/j.epsl.2009.12.022	HUJI	rs25	rs25	rs25b	rs25b:LP-PI-TRM	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI			2007:12:19:23:49:00.00	38.00		g	-88	2.65E-08	2	1	u	2.73E+02	JER		4.00E-05	0	90	5.98E+02
	10.1016/j.epsl.2009.12.022	HUJI	rs25	rs25	rs25b	rs25b:LP-PI-TRM	LT-T-I:LP-PI-TRM:LP-PI-TRM-IZ			2007:12:20:10:39:00.00	42.50		g	-87.7	2.63E-08	3	1	u	2.73E+02	JER		4.00E-05	0	90	6.13E+02
	10.1016/j.epsl.2009.12.022	HUJI	rs25	rs25	rs25b	rs25b:LP-PI-TRM	LT-T-Z:LP-PI-TRM:LP-PI-TRM-IZ			2007:12:20:13:51:00.00	42.20		g	-88	2.73E-08	4	1	u	2.73E+02	JER		0.00E+00	0	0	6.13E+02
	10.1016/j.epsl.2009.12.022	HUJI	rs25	rs25	rs25b	rs25b:LP-PI-TRM	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI			2007:12:25:15:00:00.00	43.70		g	-87.8	2.74E-08	5	1	u	2.73E+02	JER		0.00E+00	0	0	6.28E+02
	10.1016/j.epsl.2009.12.022	HUJI	rs25	rs25	rs25b	rs25b:LP-PI-TRM	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI			2007:12:25:18:00:00.00	33.30		g	-88	2.62E-08	6	1	u	2.73E+02	JER		4.00E-05	0	90	6.28E+02
	10.1016/j.epsl.2009.12.022	HUJI	rs25	rs25	rs25b	rs25b:LP-PI-TRM	LT-T-I:LP-PI-TRM:LP-PI-TRM-IZ			2007:12:25:20:59:00.00	34.30		g	-87.9	2.59E-08	7	1	u	2.73E+02	JER		4.00E-05	0	90	6.43E+02
	10.1016/j.epsl.2009.12.022	HUJI	rs25	rs25	rs25b	rs25b:LP-PI-TRM	LT-T-Z:LP-PI-TRM:LP-PI-TRM-IZ			2007:12:26:0:24:00.00	34.80		g	-87.7	2.71E-08	8	1	u	2.73E+02	JER		0.00E+00	0	0	6.43E+02
	10.1016/j.epsl.2009.12.022	HUJI	rs25	rs25	rs25b	rs25b:LP-PI-TRM	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI			2007:12:26:13:04:00.00	32.70		g	-87.8	2.72E-08	9	1	u	2.73E+02	JER		0.00E+00	0	0	6.58E+02
