6.727552849882061992e+01 6.695199519175534419e+01
2.758480757098152480e+01 5.871609831179114991e+01
3.938501222956654146e+01 5.870822407198153314e+01
8.196577270316322483e+01 5.190614902847639200e+01
5.344148067574963079e+01 5.235492504619974596e+01
3.519001407989532026e+01 4.492396164909023781e+01
8.948307405879177168e+01 5.483351359032074157e+01
1.563389020848057953e+01 5.765040931579275707e+01
3.859435106445857855e+00 4.671007972332173352e+01
7.964118445582369077e+01 5.381006190371849840e+01
9.620333029276758907e+01 5.262355198891535935e+01
6.006886785313156452e+01 4.383526020739781615e+01
5.509459280924693303e+01 5.483706614370333909e+01
4.391700005934342244e+01 6.273789008055353378e+01
2.860911739014454724e+01 4.064930126421027268e+01
3.959853521717445801e+01 6.257077161960393852e+01
1.333913412597426031e+02 7.294462855769246801e+01
6.726965367989635070e+01 6.444715754565231691e+01
2.085260838938472716e+01 7.152972800653793684e+01
3.168146558922182976e+01 6.780193174242278076e+01
